0.12,1.7453e+07
0.51,1.7462e+07
-0.4,1.7471e+07
0.03,1.7479e+07
0.89,1.7488e+07
-0.02,1.7497e+07
-0.69,1.7505e+07
0.36,1.7514e+07
0.22,1.7523e+07
-0.79,1.7532e+07
0.32,1.754e+07
0.88,1.7549e+07
0.17,1.7558e+07
-0.81,1.7566e+07
0.45,1.7575e+07
-0.14,1.7584e+07
-1.08,1.7592e+07
0.04,1.7601e+07
0.61,1.761e+07
-0.22,1.7619e+07
-0.54,1.7627e+07
0.86,1.7636e+07
-0.29,1.7645e+07
-1.05,1.7653e+07
0.34,1.7662e+07
0.55,1.7671e+07
-0.33,1.768e+07
-0.14,1.7688e+07
0.67,1.7697e+07
-0.3,1.7706e+07
-0.85,1.7714e+07
0.32,1.7723e+07
0.45,1.7732e+07
-0.5,1.7741e+07
0.37,1.7749e+07
0.62,1.7758e+07
-0.46,1.7767e+07
-0.84,1.7775e+07
0.34,1.7784e+07
0.33,1.7793e+07
-1.11,1.7802e+07
0.18,1.781e+07
1.3,1.7819e+07
-0.14,1.7828e+07
-0.69,1.7836e+07
-0.13,1.7845e+07
-0.14,1.7854e+07
-1.13,1.7862e+07
0.36,1.7871e+07
1.28,1.788e+07
-0.07,1.7889e+07
-0.44,1.7897e+07
0.59,1.7906e+07
-0.33,1.7915e+07
-0.47,1.7923e+07
0.18,1.7932e+07
0.45,1.7941e+07
-0.29,1.795e+07
0.34,1.7958e+07
0.86,1.7967e+07
0.29,1.7976e+07
-0.54,1.7985e+07
0.44,1.7993e+07
0.3,1.8002e+07
-0.71,1.8011e+07
0.08,1.8019e+07
1.19,1.8028e+07
0.15,1.8037e+07
-0.33,1.8045e+07
0.73,1.8054e+07
-0.15,1.8063e+07
-1.19,1.8071e+07
0.37,1.808e+07
0.87,1.8089e+07
-0.13,1.8098e+07
-0.15,1.8106e+07
1.02,1.8115e+07
0.04,1.8124e+07
-0.96,1.8132e+07
0.21,1.8141e+07
0.45,1.815e+07
-0.74,1.8159e+07
-0.14,1.8167e+07
0.88,1.8176e+07
-0.14,1.8185e+07
-0.87,1.8193e+07
0.2,1.8202e+07
-0.02,1.8211e+07
-1.01,1.822e+07
0.32,1.8228e+07
0.69,1.8237e+07
-0.11,1.8246e+07
-0.54,1.8254e+07
0.4,1.8263e+07
-0.37,1.8272e+07
-1.12,1.8281e+07
0.33,1.8289e+07
0.72,1.8298e+07
-0.15,1.8307e+07
-0.25,1.8315e+07
0.6,1.8324e+07
-0.27,1.8333e+07
-1.32,1.8342e+07
-0.02,1.835e+07
0.73,1.8359e+07
-0.76,1.8368e+07
0.45,1.8376e+07
