0,0,0
23368,1450,47
23383,1450,47
23391,1450,47
23417,1450,47
23427,1450,47
23437,1450,47
23443,1450,48
23453,1450,48
23460,1450,47
23469,1450,47
23479,1450,47
23490,1450,47
23499,1450,47
23506,1450,47
23510,1450,47
23514,1450,47
23521,1450,47
23527,1450,47
23531,1450,47
23536,1450,47
23540,1450,47
23547,1450,47
23552,1450,47
23560,1450,47
23564,1450,48
23571,1450,47
23575,1450,47
23582,1450,47
23590,1450,47
23596,1450,47
23600,1450,47
23604,1450,47
23610,1450,47
23616,1450,47
23621,1450,47
23627,1450,47
23633,1450,47
23639,1450,47
23645,1450,47
23652,1450,47
23659,1450,47
23666,1450,48
23671,1450,48
23677,1450,47
23683,1450,47
23691,1450,47
23695,1450,47
23699,1450,47
23703,1450,47
23709,1450,47
23713,1450,47
23717,1450,47
23723,1450,47
23727,1450,47
23731,1450,47
23735,1450,47
23742,1450,47
23745,1450,47
23749,1450,47
23754,1450,47
23760,1450,47
23764,1450,47
23769,1450,47
23775,1450,47
23779,1450,47
23783,1450,47
23788,1450,47
23791,1450,47
23795,1450,47
23799,1450,47
23803,1450,47
23810,1450,47
23814,1450,47
23819,1450,47
23824,1450,47
23827,1450,47
23831,1450,47
23835,1450,47
23840,1450,47
23844,1450,47
23847,1450,47
23856,1450,47
23860,1450,47
23864,1450,47
23870,1450,47
23875,1450,47
23879,1582,47
23883,1582,47
23889,1582,47
23894,1582,47
23897,1582,47
23904,1582,47
23909,1582,47
23913,1582,47
23919,1582,47
23923,1582,47
23928,1582,47
23932,1582,47
23938,1582,47
23944,1582,47
23948,1582,48
23952,1582,48
23956,1582,48
23960,1582,48
23964,1582,48
23968,1582,48
23973,1582,48
23979,1582,48
23983,1582,48
23987,1582,49
23991,1582,49
23996,1582,50
24000,1582,50
24004,1582,50
24008,1582,50
24012,1582,50
24016,1582,51
24020,1582,51
24028,1582,51
24032,1582,51
24036,1582,51
24040,1582,51
24044,1582,51
24048,1582,51
24052,1582,51
24056,1582,52
24060,1582,52
24065,1582,52
24069,1582,52
24073,1582,52
24079,1582,52
24083,1582,52
24088,1582,52
24092,1582,52
24096,1582,52
24100,1582,52
24110,1582,53
24114,1582,53
24118,1582,53
24122,1582,53
24128,1582,53
24132,1582,53
24136,1582,53
24142,1582,53
24146,1582,53
24152,1582,53
24157,1582,53
24161,1582,53
24165,1582,53
24172,1582,53
24178,1582,53
24182,1582,53
24186,1582,53
24193,1582,53
24197,1582,53
24201,1582,53
24205,1582,53
24211,1582,53
24216,1582,53
24221,1582,53
24227,1582,53
24231,1582,53
24236,1582,53
24240,1582,53
24244,1582,53
24248,1582,53
24253,1582,53
24259,1582,53
24263,1582,53
24268,1582,53
24273,1582,53
24278,1582,53
24281,1582,53
24286,1582,53
24290,1582,53
24294,1582,54
24298,1582,54
24302,1582,54
24309,1582,54
24324,1582,54
24329,1582,54
24333,1582,54
24338,1582,54
24344,1582,54
24348,1582,54
24353,1582,54
24359,1582,54
24364,1582,54
24368,1582,54
24372,1582,54
24378,1582,54
24381,1582,54
24387,1582,54
24393,1582,54
24397,1582,54
24401,1582,54
24406,1582,54
24410,1582,54
24414,1582,54
24417,1582,54
24423,1582,54
24426,1582,54
24430,1582,54
24434,1582,54
24439,1582,54
24443,1582,54
24448,1582,54
24452,1582,54
24457,1582,54
24461,1582,54
24465,1582,54
24470,1582,54
24476,1582,54
24479,1582,54
24483,1582,54
24489,1582,54
24494,1582,54
24497,1582,54
24502,1582,54
24506,1582,54
24509,1582,54
24513,1582,54
24518,1582,54
24522,1582,54
24525,1582,54
24529,1582,54
24534,1582,54
24540,1582,54
24544,1582,54
24548,1582,54
24554,1582,54
24558,1582,54
24562,1582,54
24566,1582,54
24571,1582,54
24574,1582,54
24579,1582,54
24583,1582,54
24587,1582,54
24593,1582,54
24598,1582,54
24602,1582,54
24605,1582,54
24609,1582,54
24613,1582,54
24617,1582,54
24622,1582,54
24626,1582,54
24630,1582,54
24634,1582,54
24638,1582,54
24642,1582,54
24646,1582,54
24649,1582,54
24654,1582,54
24658,1582,54
24666,1582,54
24672,1582,54
24676,1582,54
24682,1582,54
