0,0,0
86447,1450,50
86495,1450,50
86543,1450,50
86581,1450,50
86620,1450,50
86658,1450,50
86696,1450,50
86734,1450,50
86773,1450,50
86811,1450,50
86850,1450,50
86897,1450,49
86936,1450,49
86974,1450,49
87013,1450,49
87051,1450,49
87090,1450,49
87128,1450,49
87166,1450,49
87204,1450,49
87243,1450,49
87301,1450,49
87349,1450,49
87388,1450,49
87426,1450,49
87464,1450,49
87502,1450,49
87541,1450,49
87579,1450,49
87618,1450,49
87656,1450,49
87704,1450,49
87742,1450,49
87781,1450,49
87819,1450,49
87858,1450,49
87896,1450,48
87934,1450,48
87972,1450,48
88011,1450,48
88049,1450,48
88088,1450,48
88126,1450,48
88165,1450,48
88203,1450,48
88242,1450,48
88280,1450,48
88318,1450,48
88356,1450,48
88395,1450,48
88433,1450,48
88472,1450,48
88510,1450,48
88549,1450,48
88587,1450,48
88626,1450,48
88664,1450,48
88702,1450,48
88740,1450,48
88779,1450,48
88817,1450,48
88856,1450,48
88894,1450,48
88933,1450,48
88971,1450,48
89010,1450,48
89058,1450,48
89096,1450,48
89135,1450,48
89172,1450,48
89211,1450,48
89260,1450,48
89297,1450,48
89336,1450,48
89374,1450,48
89413,1450,48
89451,1450,48
89490,1450,48
89528,1450,48
89567,1450,48
89605,1450,48
89644,1450,48
89681,1450,48
89720,1450,48
89758,1450,48
89797,1450,48
89835,1450,48
89874,1450,48
89912,1450,48
89951,1450,48
89989,1450,48
90028,1450,48
90065,1450,48
90104,1450,48
90142,1450,48
90181,1450,48
90219,1450,48
90258,1582,48
90296,1582,48
90335,1582,48
90373,1582,48
90412,1582,48
90449,1582,48
90488,1582,48
90526,1582,48
90565,1582,48
90603,1582,48
90642,1582,48
90680,1582,48
90719,1582,48
90757,1582,48
90796,1582,48
90833,1582,48
90872,1582,48
90910,1582,49
90949,1582,49
90987,1582,49
91026,1582,49
91074,1582,49
91112,1582,49
91151,1582,49
91189,1582,49
91228,1582,49
91266,1582,49
91304,1582,49
91342,1582,49
91381,1582,49
91419,1582,49
91458,1582,49
91496,1582,49
91535,1582,49
91573,1582,49
91612,1582,49
91650,1582,49
91688,1582,49
91726,1582,49
91765,1582,49
91803,1582,49
91842,1582,49
91880,1582,49
91919,1582,53
91957,1582,53
91996,1582,53
92034,1582,53
92072,1582,53
92110,1582,53
92149,1582,53
92187,1582,53
92226,1582,53
92264,1582,53
92312,1582,53
92350,1582,53
92389,1582,53
92427,1582,53
92466,1582,53
92514,1582,53
92552,1582,53
92591,1582,53
92628,1582,53
92667,1582,53
92705,1582,53
92753,1582,53
92792,1582,53
92830,1582,53
92869,1582,53
92907,1582,52
92946,1582,52
92984,1582,52
93023,1582,52
93061,1582,52
