Time Diff, Data, meas
7302,109,MAP
7319,143,REVCNT
7322,2336,RPM
7322,0,TPS
7329,109,MAP
7351,145,REVCNT
7354,2217,RPM
7355,0,TPS
7355,109,MAP
7373,146,REVCNT
7376,2178,RPM
7376,0,TPS
7377,109,MAP
7397,495,ACC1X
7400,463,ACC1Y
7401,629,ACC1Z
7401,0,CHIP1T
7417,147,REVCNT
7420,2196,RPM
7421,0,TPS
7421,109,MAP
7440,147,REVCNT
7443,2196,RPM
7443,0,TPS
7444,109,MAP
7465,149,REVCNT
7469,2313,RPM
7470,0,TPS
7470,109,MAP
7488,150,REVCNT
7491,2246,RPM
7491,0,TPS
7492,109,MAP
7512,488,ACC1X
7515,531,ACC1Y
7516,568,ACC1Z
7516,0,CHIP1T
7532,151,REVCNT
7535,2229,RPM
7540,0,TPS
7540,109,MAP
7558,152,REVCNT
7561,2244,RPM
7562,0,TPS
7562,109,MAP
7584,154,REVCNT
7587,2329,RPM
7588,0,TPS
7588,109,MAP
7607,155,REVCNT
7610,2256,RPM
7610,0,TPS
7611,109,MAP
7630,481,ACC1X
7633,566,ACC1Y
7633,674,ACC1Z
7634,0,CHIP1T
7651,156,REVCNT
7654,2179,RPM
7655,0,TPS
7655,109,MAP
7672,156,REVCNT
7675,2179,RPM
7676,0,TPS
7676,109,MAP
7700,158,REVCNT
7703,2384,RPM
7703,10,TPS
7704,109,MAP
7721,159,REVCNT
7725,2353,RPM
7726,20,TPS
7726,109,MAP
7745,463,ACC1X
7754,538,ACC1Y
7755,529,ACC1Z
7755,0,CHIP1T
7772,160,REVCNT
7775,2298,RPM
7776,30,TPS
7776,109,MAP
7794,161,REVCNT
7797,2429,RPM
7797,30,TPS
7798,109,MAP
7821,163,REVCNT
7824,2782,RPM
7825,30,TPS
7825,109,MAP
7843,165,REVCNT
7846,2918,RPM
7846,30,TPS
7847,109,MAP
7867,427,ACC1X
7870,531,ACC1Y
7871,685,ACC1Z
7871,0,CHIP1T
7887,166,REVCNT
7890,3035,RPM
7891,30,TPS
7891,109,MAP
7910,167,REVCNT
7913,3189,RPM
7913,30,TPS
7914,108,MAP
7937,169,REVCNT
7940,3311,RPM
7940,30,TPS
7945,109,MAP
7962,171,REVCNT
7965,3535,RPM
7966,10,TPS
7966,109,MAP
7986,454,ACC1X
7989,261,ACC1Y
7990,543,ACC1Z
7991,0,CHIP1T
8007,172,REVCNT
8010,3650,RPM
8010,0,TPS
8011,109,MAP
8029,174,REVCNT
8032,3650,RPM
8033,0,TPS
8033,108,MAP
8055,177,REVCNT
8058,3370,RPM
8059,0,TPS
8059,109,MAP
8077,178,REVCNT
8080,3266,RPM
8081,0,TPS
8081,109,MAP
8100,476,ACC1X
8103,522,ACC1Y
8104,607,ACC1Z
8105,0,CHIP1T
8122,179,REVCNT
8125,3157,RPM
8125,0,TPS
8126,108,MAP
8143,180,REVCNT
8153,3046,RPM
8153,0,TPS
8154,109,MAP
8175,182,REVCNT
8178,2812,RPM
8179,0,TPS
8180,109,MAP
8198,183,REVCNT
8201,2694,RPM
8202,0,TPS
8202,109,MAP
8221,497,ACC1X
8224,528,ACC1Y
8225,571,ACC1Z
8225,0,CHIP1T
8246,185,REVCNT
8249,2473,RPM
8250,0,TPS
8250,109,MAP
8267,185,REVCNT
8270,2473,RPM
8271,0,TPS
8271,109,MAP
8294,187,REVCNT
8297,2269,RPM
8298,0,TPS
8298,109,MAP
8316,188,REVCNT
8320,2276,RPM
8321,0,TPS
8321,109,MAP
8340,481,ACC1X
8343,543,ACC1Y
8344,649,ACC1Z
8345,0,CHIP1T
8365,189,REVCNT
8368,2216,RPM
8369,0,TPS
8370,109,MAP
8387,190,REVCNT
8390,2149,RPM
8390,0,TPS
8391,109,MAP
8413,192,REVCNT
8416,2231,RPM
8417,0,TPS
8417,108,MAP
8435,192,REVCNT
8438,2231,RPM
8438,0,TPS
8439,109,MAP
8459,480,ACC1X
8462,540,ACC1Y
8463,558,ACC1Z
8463,0,CHIP1T
8479,194,REVCNT
8482,2364,RPM
8483,0,TPS
8483,108,MAP
