Time Diff, Data, meas
9465,520,ACC1Y
9473,605,ACC1Z
9473,0,CHIP1T
9489,0,REVCNT
9492,0,RPM
9493,0,TPS
9493,109,MAP
9510,0,REVCNT
9513,0,RPM
9515,0,TPS
9515,109,MAP
9536,0,REVCNT
9539,0,RPM
9540,0,TPS
9540,109,MAP
9559,0,REVCNT
9562,0,RPM
9562,0,TPS
9563,109,MAP
9582,494,ACC1X
9585,520,ACC1Y
9585,604,ACC1Z
9586,0,CHIP1T
9603,0,REVCNT
9606,0,RPM
9606,0,TPS
9607,109,MAP
9624,0,REVCNT
9627,0,RPM
9627,0,TPS
9628,109,MAP
9650,0,REVCNT
9653,0,RPM
9653,0,TPS
9654,109,MAP
9671,0,REVCNT
9674,0,RPM
9675,0,TPS
9675,109,MAP
9699,494,ACC1X
9702,520,ACC1Y
9702,604,ACC1Z
9703,0,CHIP1T
9719,0,REVCNT
9722,0,RPM
9722,0,TPS
9723,109,MAP
9741,0,REVCNT
9744,0,RPM
9744,0,TPS
9745,109,MAP
9766,0,REVCNT
9769,0,RPM
9769,0,TPS
9771,109,MAP
9788,0,REVCNT
9791,0,RPM
9792,0,TPS
9792,109,MAP
9811,495,ACC1X
9815,520,ACC1Y
9816,604,ACC1Z
9816,0,CHIP1T
9832,0,REVCNT
9835,0,RPM
9836,0,TPS
9836,109,MAP
9853,0,REVCNT
9857,0,RPM
9858,0,TPS
9858,109,MAP
9880,0,REVCNT
9883,0,RPM
9883,0,TPS
9884,109,MAP
9902,0,REVCNT
9911,0,RPM
9911,0,TPS
9912,109,MAP
9931,494,ACC1X
9934,520,ACC1Y
9934,605,ACC1Z
9935,0,CHIP1T
9952,0,REVCNT
9955,0,RPM
9955,0,TPS
9956,109,MAP
9973,0,REVCNT
9976,0,RPM
9976,0,TPS
9977,109,MAP
10000,0,REVCNT
10003,0,RPM
10003,0,TPS
10004,109,MAP
10021,0,REVCNT
10024,0,RPM
10024,0,TPS
10025,109,MAP
10045,494,ACC1X
10048,521,ACC1Y
10049,604,ACC1Z
10049,0,CHIP1T
10065,0,REVCNT
10068,0,RPM
10070,0,TPS
10070,109,MAP
10088,0,REVCNT
10091,0,RPM
10091,0,TPS
10092,109,MAP
10118,0,REVCNT
10121,0,RPM
10121,0,TPS
10122,109,MAP
10139,0,REVCNT
10142,0,RPM
10143,0,TPS
10143,109,MAP
10163,494,ACC1X
10166,521,ACC1Y
10167,604,ACC1Z
10168,0,CHIP1T
10184,0,REVCNT
10187,0,RPM
10187,0,TPS
10188,109,MAP
10206,0,REVCNT
10209,0,RPM
10210,0,TPS
10210,109,MAP
10232,0,REVCNT
10235,0,RPM
10235,0,TPS
10236,109,MAP
10254,0,REVCNT
10257,0,RPM
10258,0,TPS
10258,109,MAP
10278,494,ACC1X
10281,521,ACC1Y
10281,604,ACC1Z
10283,0,CHIP1T
10299,0,REVCNT
10302,0,RPM
10303,0,TPS
10309,109,MAP
10327,3,DTPS+
10330,0,DTPS-
10331,20,DECAYINJ(+) - DECAYINJ(-)
10331,20,DECAYIGN(+) - DECAYIGN(-)
10353,0,REVCNT
10356,0,RPM
10356,0,TPS
10357,109,MAP
10375,0,REVCNT
10378,0,RPM
10379,0,TPS
10379,109,MAP
10398,494,ACC1X
10402,520,ACC1Y
10402,605,ACC1Z
10403,0,CHIP1T
10420,3,DTPS+
10423,0,DTPS-
10423,20,DECAYINJ(+) - DECAYINJ(-)
10424,20,DECAYIGN(+) - DECAYIGN(-)
10441,0,REVCNT
10444,0,RPM
10445,0,TPS
10445,109,MAP
10468,0,REVCNT
10471,0,RPM
10472,0,TPS
10472,109,MAP
10493,0,REVCNT
10497,0,RPM
10498,0,TPS
10498,109,MAP
10517,494,ACC1X
10520,520,ACC1Y
10521,604,ACC1Z
10522,0,CHIP1T
10539,0,REVCNT
10542,0,RPM
10542,0,TPS
10543,109,MAP
10560,0,REVCNT
10563,0,RPM
10563,0,TPS
10564,109,MAP
10587,0,REVCNT
10590,0,RPM
10590,0,TPS
10591,109,MAP
10608,0,REVCNT
10611,0,RPM
10612,0,TPS
10612,109,MAP
10633,494,ACC1X
10636,520,ACC1Y
10637,604,ACC1Z
10637,0,CHIP1T
10654,0,REVCNT
10657,0,RPM
10657,0,TPS
10658,109,MAP
10676,0,REVCNT
10679,0,RPM
10685,0,TPS
10686,109,MAP
10708,0,REVCNT
10712,0,RPM
10713,0,TPS
10713,109,MAP
10731,0,REVCNT
10734,0,RPM
10734,0,TPS
10735,109,MAP
10755,495,ACC1X
10758,520,ACC1Y
10759,604,ACC1Z
10759,0,CHIP1T
10775,0,REVCNT
10778,0,RPM
10779,0,TPS
10779,109,MAP
10798,0,REVCNT
10800,0,RPM
10801,0,TPS
10801,109,MAP
10823,0,REVCNT
10826,0,RPM
10827,0,TPS
10827,109,MAP
10846,0,REVCNT
10849,0,RPM
10849,0,TPS
10850,109,MAP
10869,494,ACC1X
10872,520,ACC1Y
10873,605,ACC1Z
10873,0,CHIP1T
10890,0,REVCNT
10897,0,RPM
10898,0,TPS
10898,109,MAP
10916,0,REVCNT
10918,0,RPM
10919,0,TPS
10919,109,MAP
10942,0,REVCNT
10945,0,RPM
10946,0,TPS
10946,109,MAP
10964,0,REVCNT
10968,0,RPM
10968,0,TPS
10969,109,MAP
10988,494,ACC1X
10991,520,ACC1Y
10992,605,ACC1Z
10992,0,CHIP1T
11009,0,REVCNT
11012,0,RPM
11013,0,TPS
11013,109,MAP
11031,0,REVCNT
11034,0,RPM
11034,0,TPS
11035,109,MAP
11058,0,REVCNT
11061,0,RPM
11062,0,TPS
11062,109,MAP
11080,0,REVCNT
11083,0,RPM
11083,0,TPS
11084,109,MAP
11110,494,ACC1X
11113,520,ACC1Y
11114,605,ACC1Z
11114,0,CHIP1T
11131,0,REVCNT
11133,0,RPM
11134,0,TPS
11136,109,MAP
11153,0,REVCNT
11156,0,RPM
11156,0,TPS
11157,109,MAP
11179,0,REVCNT
11182,0,RPM
11183,0,TPS
11183,109,MAP
11201,0,REVCNT
11204,0,RPM
11204,0,TPS
11205,109,MAP
11225,494,ACC1X
11228,521,ACC1Y
11229,604,ACC1Z
11230,0,CHIP1T
11246,0,REVCNT
11249,0,RPM
11249,0,TPS
11250,109,MAP
11268,0,REVCNT
11271,0,RPM
11271,0,TPS
11272,109,MAP
11294,0,REVCNT
11297,0,RPM
11298,0,TPS
11302,109,MAP
11322,0,REVCNT
11325,0,RPM
11326,0,TPS
11326,109,MAP
11347,495,ACC1X
11351,520,ACC1Y
11352,604,ACC1Z
11353,0,CHIP1T
11369,0,REVCNT
11372,0,RPM
11372,0,TPS
11373,109,MAP
11390,0,REVCNT
11394,0,RPM
11395,0,TPS
11395,109,MAP
11417,0,REVCNT
11420,0,RPM
11421,0,TPS
11421,109,MAP
11440,0,REVCNT
11443,0,RPM
11443,0,TPS
11444,109,MAP
11463,494,ACC1X
11466,520,ACC1Y
11467,604,ACC1Z
11468,0,CHIP1T
11485,0,REVCNT
11488,0,RPM
11488,0,TPS
11489,109,MAP
11506,0,REVCNT
11515,0,RPM
11516,0,TPS
11516,109,MAP
11539,0,REVCNT
11542,0,RPM
11542,0,TPS
11543,109,MAP
11560,0,REVCNT
11564,0,RPM
11565,0,TPS
11565,109,MAP
11585,494,ACC1X
11588,520,ACC1Y
11588,604,ACC1Z
11589,0,CHIP1T
11606,0,REVCNT
11609,0,RPM
11610,0,TPS
11610,109,MAP
11627,0,REVCNT
11630,0,RPM
11631,0,TPS
11631,109,MAP
11655,0,REVCNT
11658,0,RPM
11658,0,TPS
11659,109,MAP
11677,0,REVCNT
11680,0,RPM
11680,0,TPS
11681,109,MAP
11701,494,ACC1X
11704,521,ACC1Y
11705,604,ACC1Z
11705,0,CHIP1T
11725,0,REVCNT
11728,0,RPM
11728,0,TPS
11729,109,MAP
11747,0,REVCNT
11750,0,RPM
11751,0,TPS
11751,109,MAP
11774,0,REVCNT
11778,0,RPM
11778,0,TPS
11779,109,MAP
11796,3,DTPS+
11799,0,DTPS-
11800,20,DECAYINJ(+) - DECAYINJ(-)
11800,20,DECAYIGN(+) - DECAYIGN(-)
11820,494,ACC1X
11824,520,ACC1Y
11824,604,ACC1Z
11825,0,CHIP1T
11841,0,REVCNT
11844,0,RPM
11844,0,TPS
11845,109,MAP
11863,0,REVCNT
11866,0,RPM
11867,0,TPS
11867,109,MAP
11889,0,REVCNT
11892,0,RPM
11892,0,TPS
11893,109,MAP
11917,0,REVCNT
11920,0,RPM
11921,0,TPS
11921,109,MAP
11940,494,ACC1X
11943,520,ACC1Y
11944,604,ACC1Z
11945,0,CHIP1T
11962,0,REVCNT
11965,0,RPM
11965,0,TPS
11966,109,MAP
11983,0,REVCNT
11986,0,RPM
11987,0,TPS
11987,109,MAP
12010,0,REVCNT
12013,0,RPM
12014,0,TPS
12014,109,MAP
12033,0,REVCNT
12036,0,RPM
12036,0,TPS
12037,109,MAP
12056,494,ACC1X
12059,520,ACC1Y
12060,604,ACC1Z
12060,0,CHIP1T
12077,0,REVCNT
12080,0,RPM
12081,0,TPS
12081,109,MAP
12099,0,REVCNT
12102,0,RPM
12106,0,TPS
12106,109,MAP
12130,0,REVCNT
12133,0,RPM
12133,0,TPS
12134,109,MAP
12151,0,REVCNT
12154,0,RPM
12155,0,TPS
12155,109,MAP
12176,494,ACC1X
12179,520,ACC1Y
12179,604,ACC1Z
12180,0,CHIP1T
12196,0,REVCNT
12199,0,RPM
12200,0,TPS
12200,109,MAP
12218,0,REVCNT
12221,0,RPM
12222,0,TPS
12222,109,MAP
12244,0,REVCNT
12248,0,RPM
12248,0,TPS
12249,109,MAP
12267,0,REVCNT
12269,0,RPM
12270,0,TPS
12270,109,MAP
12291,495,ACC1X
12294,520,ACC1Y
12294,604,ACC1Z
12295,0,CHIP1T
12311,3,DTPS+
12320,0,DTPS-
12321,20,DECAYINJ(+) - DECAYINJ(-)
12321,20,DECAYIGN(+) - DECAYIGN(-)
12340,0,REVCNT
12343,0,RPM
12343,0,TPS
12344,109,MAP
12365,0,REVCNT
12368,0,RPM
12369,0,TPS
12369,109,MAP
12388,0,REVCNT
12391,0,RPM
12391,0,TPS
12392,109,MAP
12411,494,ACC1X
12416,520,ACC1Y
12416,604,ACC1Z
12417,0,CHIP1T
12433,0,REVCNT
12436,0,RPM
12436,0,TPS
12437,109,MAP
12454,0,REVCNT
12457,0,RPM
12459,0,TPS
12459,109,MAP
12481,0,REVCNT
12484,0,RPM
12484,0,TPS
12485,109,MAP
12504,0,REVCNT
12510,0,RPM
12511,0,TPS
12511,109,MAP
12530,494,ACC1X
12533,520,ACC1Y
12534,604,ACC1Z
12535,0,CHIP1T
12552,0,REVCNT
12555,0,RPM
12555,0,TPS
12556,109,MAP
12573,0,REVCNT
12576,0,RPM
12577,0,TPS
12577,109,MAP
12600,0,REVCNT
12603,0,RPM
12604,0,TPS
12604,109,MAP
12622,0,REVCNT
12625,0,RPM
12625,0,TPS
12626,109,MAP
12646,494,ACC1X
12649,520,ACC1Y
12650,604,ACC1Z
12650,0,CHIP1T
12666,0,REVCNT
12669,0,RPM
12670,0,TPS
12670,109,MAP
12689,0,REVCNT
12692,0,RPM
12692,0,TPS
12698,109,MAP
12722,0,REVCNT
12725,0,RPM
12725,0,TPS
12726,109,MAP
12743,0,REVCNT
12746,0,RPM
12747,0,TPS
12747,109,MAP
12768,494,ACC1X
12771,520,ACC1Y
12771,606,ACC1Z
12772,0,CHIP1T
12788,0,REVCNT
12791,0,RPM
12792,0,TPS
12792,109,MAP
12810,0,REVCNT
12813,0,RPM
12814,0,TPS
12814,109,MAP
12837,0,REVCNT
12840,0,RPM
12841,0,TPS
12841,109,MAP
12860,0,REVCNT
12863,490,RPM
12863,0,TPS
12864,109,MAP
12883,497,ACC1X
12887,518,ACC1Y
12888,602,ACC1Z
12888,0,CHIP1T
12904,0,REVCNT
12907,490,RPM
12912,0,TPS
12912,109,MAP
12930,0,REVCNT
12933,490,RPM
12934,0,TPS
12935,109,MAP
12956,0,REVCNT
12959,490,RPM
12960,0,TPS
12961,109,MAP
12979,0,REVCNT
12982,490,RPM
12983,0,TPS
12983,109,MAP
13002,499,ACC1X
13005,520,ACC1Y
13006,629,ACC1Z
13007,0,CHIP1T
13024,0,REVCNT
13027,490,RPM
13027,0,TPS
13028,109,MAP
13045,0,REVCNT
13048,490,RPM
13049,0,TPS
13049,109,MAP
13072,0,REVCNT
13075,490,RPM
13075,0,TPS
13076,109,MAP
13093,0,REVCNT
13096,490,RPM
13097,0,TPS
13097,109,MAP
13123,492,ACC1X
13126,510,ACC1Y
13127,604,ACC1Z
13128,0,CHIP1T
13145,1,REVCNT
13148,231,RPM
13148,0,TPS
13149,109,MAP
13166,1,REVCNT
13169,231,RPM
13170,0,TPS
13170,109,MAP
13193,1,REVCNT
13196,231,RPM
13196,0,TPS
13197,109,MAP
13214,1,REVCNT
13217,231,RPM
13218,0,TPS
13218,109,MAP
13239,494,ACC1X
13242,522,ACC1Y
13242,598,ACC1Z
13243,0,CHIP1T
13259,1,REVCNT
13262,231,RPM
13263,0,TPS
13263,109,MAP
13282,1,REVCNT
13285,231,RPM
13285,0,TPS
13286,109,MAP
13307,1,REVCNT
13315,231,RPM
13316,0,TPS
13316,109,MAP
13334,1,REVCNT
13337,231,RPM
13337,0,TPS
13338,109,MAP
13358,496,ACC1X
13361,524,ACC1Y
13362,584,ACC1Z
13362,0,CHIP1T
13378,2,REVCNT
13381,258,RPM
13382,0,TPS
13382,109,MAP
13401,2,REVCNT
13404,258,RPM
13404,0,TPS
13405,109,MAP
13426,2,REVCNT
13429,258,RPM
13430,0,TPS
13431,109,MAP
13449,2,REVCNT
13452,258,RPM
13452,0,TPS
13453,109,MAP
13472,494,ACC1X
13475,514,ACC1Y
13476,599,ACC1Z
13477,0,CHIP1T
13494,2,REVCNT
13497,258,RPM
13497,0,TPS
13503,109,MAP
13521,2,REVCNT
13524,258,RPM
13524,0,TPS
13526,109,MAP
13547,2,REVCNT
13550,258,RPM
13551,0,TPS
13552,109,MAP
13570,2,REVCNT
13573,258,RPM
13574,0,TPS
13574,109,MAP
13593,496,ACC1X
13596,511,ACC1Y
13597,589,ACC1Z
13598,0,CHIP1T
13615,3,REVCNT
13618,251,RPM
13618,0,TPS
13619,109,MAP
13636,3,REVCNT
13639,251,RPM
13640,0,TPS
13640,109,MAP
13663,3,REVCNT
13666,251,RPM
13667,0,TPS
13667,109,MAP
13685,3,REVCNT
13688,251,RPM
13688,0,TPS
13689,109,MAP
13709,490,ACC1X
13716,505,ACC1Y
13716,585,ACC1Z
13717,0,CHIP1T
13733,3,REVCNT
13736,251,RPM
13737,0,TPS
13737,109,MAP
13755,3,REVCNT
13758,251,RPM
13759,0,TPS
13759,109,MAP
13782,3,REVCNT
13785,251,RPM
13786,0,TPS
13786,109,MAP
13804,3,REVCNT
13807,251,RPM
13807,0,TPS
13808,109,MAP
13828,495,ACC1X
13831,515,ACC1Y
13832,594,ACC1Z
13832,0,CHIP1T
13848,4,REVCNT
13851,255,RPM
13852,0,TPS
13852,109,MAP
13871,4,REVCNT
13874,255,RPM
13874,0,TPS
13875,109,MAP
13896,4,REVCNT
13899,255,RPM
13900,0,TPS
13906,109,MAP
13925,4,REVCNT
13928,255,RPM
13928,0,TPS
13929,109,MAP
13948,497,ACC1X
13952,525,ACC1Y
13953,606,ACC1Z
13953,0,CHIP1T
13970,4,REVCNT
13973,255,RPM
13973,0,TPS
13974,109,MAP
13991,4,REVCNT
13995,255,RPM
13995,0,TPS
13996,109,MAP
14018,4,REVCNT
14021,255,RPM
14021,0,TPS
14022,109,MAP
14040,5,REVCNT
14043,260,RPM
14044,0,TPS
14044,109,MAP
14063,490,ACC1X
14067,533,ACC1Y
14067,613,ACC1Z
14068,0,CHIP1T
14085,5,REVCNT
14088,260,RPM
14088,0,TPS
14089,109,MAP
14106,5,REVCNT
14107,260,RPM
14108,0,TPS
14108,109,MAP
14131,5,REVCNT
14134,260,RPM
14135,0,TPS
14135,109,MAP
14153,5,REVCNT
14156,260,RPM
14156,0,TPS
14157,109,MAP
14177,494,ACC1X
14180,515,ACC1Y
14181,608,ACC1Z
14181,0,CHIP1T
14210,5,REVCNT
14213,260,RPM
14214,0,TPS
14214,109,MAP
14231,5,REVCNT
14234,260,RPM
14235,0,TPS
14235,109,MAP
14258,5,REVCNT
14261,260,RPM
14262,0,TPS
14263,109,MAP
14280,6,REVCNT
14283,262,RPM
14284,0,TPS
14284,109,MAP
14304,487,ACC1X
14307,520,ACC1Y
14312,607,ACC1Z
14312,0,CHIP1T
14329,6,REVCNT
14331,262,RPM
14332,0,TPS
14333,109,MAP
14351,6,REVCNT
14354,262,RPM
14354,0,TPS
14355,109,MAP
14377,6,REVCNT
14381,262,RPM
14381,0,TPS
14382,109,MAP
14399,6,REVCNT
14402,262,RPM
14403,0,TPS
14403,109,MAP
14424,492,ACC1X
14427,526,ACC1Y
14427,604,ACC1Z
14428,0,CHIP1T
14444,6,REVCNT
14447,262,RPM
14448,0,TPS
14448,109,MAP
14467,6,REVCNT
14469,262,RPM
14470,0,TPS
14471,109,MAP
14492,6,REVCNT
14495,262,RPM
14496,0,TPS
14496,109,MAP
14521,7,REVCNT
14524,260,RPM
14524,0,TPS
14525,109,MAP
14544,488,ACC1X
14547,522,ACC1Y
14548,603,ACC1Z
14548,0,CHIP1T
14565,7,REVCNT
14568,260,RPM
14569,0,TPS
14569,109,MAP
14587,7,REVCNT
14590,260,RPM
14590,0,TPS
14592,109,MAP
14613,7,REVCNT
14616,260,RPM
14617,0,TPS
14617,109,MAP
14636,7,REVCNT
14639,260,RPM
14639,0,TPS
14640,109,MAP
14659,488,ACC1X
14662,525,ACC1Y
14663,601,ACC1Z
14663,0,CHIP1T
14681,7,REVCNT
14684,260,RPM
14684,0,TPS
14685,109,MAP
14702,7,REVCNT
14705,260,RPM
14709,0,TPS
14710,109,MAP
14732,8,REVCNT
14735,261,RPM
14736,0,TPS
14736,109,MAP
14754,8,REVCNT
14757,261,RPM
14757,0,TPS
14758,109,MAP
14778,496,ACC1X
14782,518,ACC1Y
14782,608,ACC1Z
14783,0,CHIP1T
14799,8,REVCNT
14802,261,RPM
14802,0,TPS
14803,109,MAP
14821,8,REVCNT
14824,261,RPM
14825,0,TPS
14825,109,MAP
14848,8,REVCNT
14851,261,RPM
14852,0,TPS
14852,109,MAP
14870,8,REVCNT
14873,261,RPM
14873,0,TPS
14874,109,MAP
14894,496,ACC1X
14897,520,ACC1Y
14898,606,ACC1Z
14899,0,CHIP1T
14920,8,REVCNT
14923,261,RPM
14924,0,TPS
14924,109,MAP
14943,8,REVCNT
14946,261,RPM
14946,0,TPS
14947,109,MAP
14969,9,REVCNT
14972,259,RPM
14972,0,TPS
14973,109,MAP
14991,9,REVCNT
14994,259,RPM
14995,0,TPS
14995,109,MAP
15015,495,ACC1X
15019,520,ACC1Y
15019,608,ACC1Z
15020,0,CHIP1T
15036,9,REVCNT
15039,259,RPM
15040,0,TPS
15040,109,MAP
15058,9,REVCNT
15062,259,RPM
15062,0,TPS
15063,109,MAP
15084,9,REVCNT
15087,259,RPM
15088,0,TPS
15088,109,MAP
15107,9,REVCNT
15110,259,RPM
15114,0,TPS
15114,109,MAP
15134,493,ACC1X
15137,520,ACC1Y
15137,609,ACC1Z
15138,0,CHIP1T
15155,9,REVCNT
15158,259,RPM
15159,0,TPS
15159,109,MAP
15177,9,REVCNT
15180,259,RPM
15180,0,TPS
15181,109,MAP
15203,10,REVCNT
15206,259,RPM
15207,0,TPS
15207,109,MAP
15225,10,REVCNT
15228,259,RPM
15229,0,TPS
15229,109,MAP
15249,495,ACC1X
15252,519,ACC1Y
15253,607,ACC1Z
15254,0,CHIP1T
15270,10,REVCNT
15273,259,RPM
15273,0,TPS
15275,109,MAP
15292,10,REVCNT
15295,259,RPM
15296,0,TPS
15302,109,MAP
15325,10,REVCNT
15328,259,RPM
15328,0,TPS
15329,109,MAP
15346,10,REVCNT
15349,259,RPM
15350,0,TPS
15350,109,MAP
15371,497,ACC1X
15374,519,ACC1Y
15374,609,ACC1Z
15375,0,CHIP1T
15391,10,REVCNT
15394,259,RPM
15395,0,TPS
15395,109,MAP
15413,10,REVCNT
15416,259,RPM
15417,0,TPS
15418,109,MAP
15439,11,REVCNT
15442,259,RPM
15443,0,TPS
15444,109,MAP
15462,11,REVCNT
15465,259,RPM
15466,0,TPS
15466,109,MAP
15485,495,ACC1X
15489,523,ACC1Y
15490,616,ACC1Z
15491,0,CHIP1T
15510,11,REVCNT
15513,259,RPM
15514,0,TPS
15514,109,MAP
15533,11,REVCNT
15536,259,RPM
15536,0,TPS
15537,109,MAP
15558,11,REVCNT
15561,259,RPM
15562,0,TPS
15563,109,MAP
15581,11,REVCNT
15584,259,RPM
15585,0,TPS
15585,109,MAP
15604,495,ACC1X
15607,518,ACC1Y
15608,602,ACC1Z
15609,0,CHIP1T
15626,11,REVCNT
15629,259,RPM
15629,0,TPS
15630,109,MAP
15647,11,REVCNT
15650,259,RPM
15651,0,TPS
15651,109,MAP
15674,12,REVCNT
15677,258,RPM
15678,0,TPS
15678,109,MAP
15696,12,REVCNT
15699,258,RPM
15706,0,TPS
15707,109,MAP
15726,492,ACC1X
15729,526,ACC1Y
15730,608,ACC1Z
15730,0,CHIP1T
15747,12,REVCNT
15750,258,RPM
15751,0,TPS
15752,109,MAP
15769,12,REVCNT
15772,258,RPM
15772,0,TPS
15773,109,MAP
15796,12,REVCNT
15799,258,RPM
15799,0,TPS
15800,109,MAP
15818,12,REVCNT
15820,258,RPM
15821,0,TPS
15822,109,MAP
15842,491,ACC1X
15845,519,ACC1Y
15846,602,ACC1Z
15846,0,CHIP1T
15862,12,REVCNT
15865,258,RPM
15866,0,TPS
15866,109,MAP
15885,12,REVCNT
15888,258,RPM
15888,0,TPS
15892,109,MAP
15915,13,REVCNT
15918,258,RPM
15919,0,TPS
15920,109,MAP
15937,13,REVCNT
15940,258,RPM
15941,0,TPS
15941,109,MAP
15961,496,ACC1X
15964,516,ACC1Y
15965,604,ACC1Z
15966,0,CHIP1T
15982,13,REVCNT
15985,258,RPM
15985,0,TPS
15986,109,MAP
16004,13,REVCNT
16007,258,RPM
16008,0,TPS
16008,109,MAP
16030,13,REVCNT
16033,258,RPM
16034,0,TPS
16034,109,MAP
16053,13,REVCNT
16056,258,RPM
16056,0,TPS
16057,109,MAP
16076,498,ACC1X
16079,518,ACC1Y
16080,613,ACC1Z
16080,0,CHIP1T
16103,13,REVCNT
16106,258,RPM
16107,0,TPS
16107,109,MAP
16124,14,REVCNT
16128,264,RPM
16129,0,TPS
16130,109,MAP
16151,14,REVCNT
16154,264,RPM
16155,0,TPS
16156,109,MAP
16174,14,REVCNT
16177,264,RPM
16178,0,TPS
16178,109,MAP
16197,492,ACC1X
16200,520,ACC1Y
16201,602,ACC1Z
16202,0,CHIP1T
16219,14,REVCNT
16222,264,RPM
16222,0,TPS
16223,109,MAP
16240,14,REVCNT
16243,264,RPM
16244,0,TPS
16244,109,MAP
16268,14,REVCNT
16271,264,RPM
16272,0,TPS
16272,109,MAP
16290,14,REVCNT
16293,264,RPM
16297,0,TPS
16297,109,MAP
16318,495,ACC1X
16321,520,ACC1Y
16321,604,ACC1Z
16322,0,CHIP1T
16338,14,REVCNT
16342,264,RPM
16343,0,TPS
16343,109,MAP
