Time Diff, Data, meas
11339,605,ACC1Z
11340,0,CHIP1T
11357,0,REVCNT
11360,0,RPM
11360,0,TPS
11361,109,MAP
11378,0,REVCNT
11381,0,RPM
11382,0,TPS
11382,109,MAP
11405,0,REVCNT
11408,0,RPM
11408,0,TPS
11409,109,MAP
11426,0,REVCNT
11429,0,RPM
11430,0,TPS
11430,109,MAP
11454,495,ACC1X
11457,520,ACC1Y
11458,605,ACC1Z
11459,0,CHIP1T
11475,0,REVCNT
11479,0,RPM
11479,0,TPS
11480,109,MAP
11497,0,REVCNT
11500,0,RPM
11501,0,TPS
11501,109,MAP
11524,0,REVCNT
11527,0,RPM
11527,0,TPS
11528,109,MAP
11546,0,REVCNT
11549,0,RPM
11549,0,TPS
11550,109,MAP
11570,495,ACC1X
11573,520,ACC1Y
11574,605,ACC1Z
11574,0,CHIP1T
11590,0,REVCNT
11593,0,RPM
11594,0,TPS
11594,109,MAP
11613,0,REVCNT
11616,0,RPM
11616,0,TPS
11617,109,MAP
11639,0,REVCNT
11642,0,RPM
11649,0,TPS
11649,109,MAP
11667,0,REVCNT
11670,0,RPM
11670,0,TPS
11671,109,MAP
11691,495,ACC1X
11694,520,ACC1Y
11695,605,ACC1Z
11695,0,CHIP1T
11711,0,REVCNT
11714,0,RPM
11715,0,TPS
11715,109,MAP
11734,0,REVCNT
11737,0,RPM
11737,0,TPS
11738,109,MAP
11759,0,REVCNT
11762,0,RPM
11763,0,TPS
11763,109,MAP
11782,0,REVCNT
11785,0,RPM
11785,0,TPS
11786,109,MAP
11805,495,ACC1X
11808,520,ACC1Y
11809,605,ACC1Z
11809,0,CHIP1T
11826,0,REVCNT
11829,0,RPM
11830,0,TPS
11830,109,MAP
11848,0,REVCNT
11854,0,RPM
11855,0,TPS
11855,109,MAP
11879,0,REVCNT
11882,0,RPM
11882,0,TPS
11883,109,MAP
11900,0,REVCNT
11904,0,RPM
11905,0,TPS
11905,109,MAP
11924,495,ACC1X
11927,520,ACC1Y
11928,605,ACC1Z
11929,0,CHIP1T
11945,0,REVCNT
11949,0,RPM
11949,0,TPS
11950,109,MAP
11967,0,REVCNT
11970,0,RPM
11970,0,TPS
11971,109,MAP
11994,0,REVCNT
11997,0,RPM
11997,0,TPS
11998,109,MAP
12015,0,REVCNT
12018,0,RPM
12019,0,TPS
12019,109,MAP
12039,495,ACC1X
12042,521,ACC1Y
12043,605,ACC1Z
12049,0,CHIP1T
12066,0,REVCNT
12069,0,RPM
12069,0,TPS
12070,109,MAP
12088,0,REVCNT
12091,0,RPM
12091,0,TPS
12092,109,MAP
12114,0,REVCNT
12118,0,RPM
12118,0,TPS
12119,109,MAP
12136,0,REVCNT
12139,0,RPM
12140,0,TPS
12140,109,MAP
12161,495,ACC1X
12164,521,ACC1Y
12164,606,ACC1Z
12165,0,CHIP1T
12181,0,REVCNT
12184,0,RPM
12185,0,TPS
12185,109,MAP
12203,0,REVCNT
12206,0,RPM
12207,0,TPS
12207,109,MAP
12229,0,REVCNT
12232,0,RPM
12232,0,TPS
12233,109,MAP
12251,0,REVCNT
12254,0,RPM
12259,0,TPS
12259,109,MAP
12279,494,ACC1X
12282,521,ACC1Y
12282,605,ACC1Z
12283,0,CHIP1T
12300,42,TH2O
12303,15,TAIR
12304,0,TOIL
12304,168,VBB1
12305,168,VBB2
12306,168,VBB3
12306,995,BAR0
12323,0,REVCNT
12326,0,RPM
12327,0,TPS
12327,109,MAP
12350,0,REVCNT
12353,0,RPM
12353,0,TPS
12354,109,MAP
12371,0,REVCNT
12375,0,RPM
12376,0,TPS
12376,109,MAP
12395,495,ACC1X
12399,520,ACC1Y
12399,605,ACC1Z
12400,0,CHIP1T
12417,0,REVCNT
12420,0,RPM
12420,0,TPS
12421,109,MAP
12438,0,REVCNT
12447,0,RPM
12447,0,TPS
12448,109,MAP
12470,0,REVCNT
12473,0,RPM
12474,0,TPS
12474,109,MAP
12492,0,REVCNT
12495,0,RPM
12495,0,TPS
12496,109,MAP
12516,495,ACC1X
12519,520,ACC1Y
12520,606,ACC1Z
12520,0,CHIP1T
12536,0,REVCNT
12539,0,RPM
12540,0,TPS
12540,109,MAP
12559,0,REVCNT
12562,0,RPM
12562,0,TPS
12563,109,MAP
12585,0,REVCNT
12589,0,RPM
12589,0,TPS
12590,109,MAP
12607,0,REVCNT
12610,0,RPM
12611,0,TPS
12611,109,MAP
12632,495,ACC1X
12635,520,ACC1Y
12635,605,ACC1Z
12636,0,CHIP1T
12656,0,REVCNT
12659,0,RPM
12659,0,TPS
12660,109,MAP
12678,0,REVCNT
12681,0,RPM
12681,0,TPS
12682,109,MAP
12704,0,REVCNT
12707,0,RPM
12707,0,TPS
12708,109,MAP
12726,0,REVCNT
12729,0,RPM
12730,0,TPS
12730,109,MAP
12749,495,ACC1X
12752,521,ACC1Y
12753,605,ACC1Z
12753,0,CHIP1T
12771,0,REVCNT
12774,0,RPM
12774,0,TPS
12775,109,MAP
12792,0,REVCNT
12795,0,RPM
12795,0,TPS
12796,109,MAP
12818,0,REVCNT
12821,0,RPM
12822,0,TPS
12823,109,MAP
12840,0,REVCNT
12844,0,RPM
12844,0,TPS
12850,109,MAP
12870,494,ACC1X
12873,521,ACC1Y
12874,606,ACC1Z
12875,0,CHIP1T
12892,0,REVCNT
12895,0,RPM
12895,0,TPS
12896,109,MAP
12913,0,REVCNT
12916,0,RPM
12917,0,TPS
12917,109,MAP
12940,0,REVCNT
12943,0,RPM
12943,0,TPS
12944,109,MAP
12962,0,REVCNT
12965,0,RPM
12965,0,TPS
12966,109,MAP
12986,495,ACC1X
12989,520,ACC1Y
12990,605,ACC1Z
12990,0,CHIP1T
13006,0,REVCNT
13009,0,RPM
13010,0,TPS
13010,109,MAP
13029,0,REVCNT
13032,0,RPM
13032,0,TPS
13033,109,MAP
13054,0,REVCNT
13058,0,RPM
13063,0,TPS
13063,109,MAP
13081,0,REVCNT
13084,0,RPM
13084,0,TPS
13085,109,MAP
13105,495,ACC1X
13108,520,ACC1Y
13108,606,ACC1Z
13109,0,CHIP1T
13125,0,REVCNT
13128,0,RPM
13129,0,TPS
13129,109,MAP
13147,0,REVCNT
13150,0,RPM
13151,0,TPS
13151,109,MAP
13175,0,REVCNT
13178,0,RPM
13178,0,TPS
13179,109,MAP
13207,0,REVCNT
13210,0,RPM
13211,0,TPS
13211,109,MAP
13232,495,ACC1X
13235,521,ACC1Y
13236,605,ACC1Z
13236,0,CHIP1T
13253,0,REVCNT
13256,0,RPM
13256,0,TPS
13257,109,MAP
13281,0,REVCNT
13284,0,RPM
13284,0,TPS
13285,109,MAP
13307,0,REVCNT
13310,0,RPM
13310,0,TPS
13312,109,MAP
13329,0,REVCNT
13332,0,RPM
13333,0,TPS
13333,109,MAP
13353,495,ACC1X
13357,520,ACC1Y
13358,605,ACC1Z
13358,0,CHIP1T
13375,0,REVCNT
13378,0,RPM
13378,0,TPS
13379,109,MAP
13396,0,REVCNT
13400,0,RPM
13401,0,TPS
13401,109,MAP
13423,0,REVCNT
13426,0,RPM
13426,0,TPS
13427,109,MAP
13445,0,REVCNT
13448,0,RPM
13449,0,TPS
13449,109,MAP
13469,495,ACC1X
13472,520,ACC1Y
13473,606,ACC1Z
13477,0,CHIP1T
13494,0,REVCNT
13497,0,RPM
13498,0,TPS
13498,109,MAP
13516,0,REVCNT
13518,0,RPM
13519,0,TPS
13519,109,MAP
13542,0,REVCNT
13545,0,RPM
13546,0,TPS
13546,109,MAP
13564,0,REVCNT
13568,0,RPM
13568,0,TPS
13569,109,MAP
13588,495,ACC1X
13591,520,ACC1Y
13592,605,ACC1Z
13593,0,CHIP1T
13609,0,REVCNT
13613,0,RPM
13613,0,TPS
13614,109,MAP
13631,0,REVCNT
13634,0,RPM
13635,0,TPS
13635,109,MAP
13658,0,REVCNT
